HOMOSER-THRESYN-PWY	NA	NA	NA	HOMOSERKIN-RXN;THRESYN-RXN	HOMOSERKIN-RXN;THRESYN-RXN	HOMOSERKIN-RXN;THRESYN-RXN
PWY-8043	NA			RXN-20400		
PWY66-428	NA	NA	NA	THREDEHYD-RXN	THREDEHYD-RXN	THREDEHYD-RXN
PWY-6974	NA	NA	NA	DTDPGLUCOSEPP-RXN;DTDPGLUCDEHYDRAT-RXN	DTDPGLUCOSEPP-RXN;DTDPGLUCDEHYDRAT-RXN	DTDPGLUCOSEPP-RXN;DTDPGLUCDEHYDRAT-RXN
PWY-8010	NA	NA	NA	PSERTRANSAM-RXN;PGLYCDEHYDROG-RXN	PSERTRANSAM-RXN;PGLYCDEHYDROG-RXN	PSERTRANSAM-RXN
PWY-7791	NA	NA	NA	OROPRIBTRANS-RXN;ASPCARBTRANS-RXN;DIHYDROOROT-RXN;OROTPDECARB-RXN;CARBPSYN-RXN;OROTATE-REDUCTASE-NADH-RXN	OROPRIBTRANS-RXN;ASPCARBTRANS-RXN;DIHYDROOROT-RXN;OROTPDECARB-RXN;CARBPSYN-RXN;OROTATE-REDUCTASE-NADH-RXN	CARBPSYN-RXN;OROTATE-REDUCTASE-NADH-RXN;ASPCARBTRANS-RXN
P108-PWY	NA	NA		R601-RXN	R601-RXN	
PWY-8277	NA	NA	NA	QUINOPRIBOTRANS-RXN;RXN-9772;QUINOLINATE-SYNTHA-RXN;NICONUCADENYLYLTRAN-RXN;NAD-SYNTH-GLN-RXN	NAD-SYNTH-NH3-RXN;NICONUCADENYLYLTRAN-RXN;NAD-SYNTH-GLN-RXN	NAD-SYNTH-NH3-RXN;NICONUCADENYLYLTRAN-RXN;NAD-SYNTH-GLN-RXN
PWY66-398	NA	NA	NA	CITSYN-RXN;SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN;SUCCCOASYN-RXN	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	CITSYN-RXN
PWY0-1391	NA	NA	NA	METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN	METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN	METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN
PWY-6607	NA		NA	RXN-7609		RXN-7609
PWY1YI0-2	NA	NA		RXN1YI0-14	RXN1YI0-14	
PWY-5188	NA	NA		GLURS-RXN	GLURS-RXN	
PWY-5872	NA			RXN-9106		
PWY-7176	NA	NA	NA	CTPSYN-RXN;RXN-12002	CTPSYN-RXN;RXN-12002	UDPKIN-RXN;CTPSYN-RXN;RXN-12002
GLUTORN-PWY	NA	NA	NA	ACETYLGLUTKIN-RXN;N-ACETYLGLUTPREDUCT-RXN;N-ACETYLTRANSFER-RXN;ACETYLORNTRANSAM-RXN	ACETYLORNTRANSAM-RXN;ACETYLGLUTKIN-RXN;ACETYLORNDEACET-RXN;N-ACETYLTRANSFER-RXN;N-ACETYLGLUTPREDUCT-RXN	ACETYLORNTRANSAM-RXN;ACETYLGLUTKIN-RXN;ACETYLORNDEACET-RXN;N-ACETYLTRANSFER-RXN;N-ACETYLGLUTPREDUCT-RXN
PWY-7247	NA	NA		GLUCUROISOM-RXN;RXN-14693;BETA-GLUCURONID-RXN	GLUCUROISOM-RXN;RXN-14693	
PWY-5041	NA	NA	NA	S-ADENMETSYN-RXN;HOMOCYSMET-RXN	HOMOCYSMET-RXN	S-ADENMETSYN-RXN;HOMOCYSMET-RXN;ADENOSYLHOMOCYSTEINASE-RXN
PWY-8139	NA		NA	PHOSPHOGLUCMUT-RXN		PHOSPHOGLUCMUT-RXN
PWY-5486	NA	NA	NA	ALCOHOL-DEHYDROG-RXN	ALCOHOL-DEHYDROG-RXN	ALCOHOL-DEHYDROG-RXN
PWY-7222	NA	NA	NA	GDPREDUCT-RXN;RXN0-746;RXN0-748	GDPREDUCT-RXN;RXN0-746;RXN0-748	DGDPKIN-RXN;GDPREDUCT-RXN;RXN0-746;RXN0-748
PWY-7446	NA			RXN-15296;RXN-15297		
TRPKYNCAT-PWY	NA	NA	NA	TRYPTOPHAN-AMINOTRANSFERASE-RXN	TRYPTOPHAN-AMINOTRANSFERASE-RXN	TRYPTOPHAN-AMINOTRANSFERASE-RXN
P122-PWY	NA	NA	NA	PHOSPHOKETOLASE-RXN;2PGADEHYDRAT-RXN;PEPDEPHOS-RXN;6PGLUCONOLACT-RXN;PGLUCISOM-RXN;GAPOXNPHOSPHN-RXN;L-LACTATE-DEHYDROGENASE-RXN;PHOSACETYLTRANS-RXN;RIBULP3EPIM-RXN;ALCOHOL-DEHYDROG-RXN;RXN-15513;PHOSGLYPHOS-RXN;GLU6PDEHYDROG-RXN;GLUCOKIN-RXN	GLUCOKIN-RXN;PHOSPHOKETOLASE-RXN;2PGADEHYDRAT-RXN;PEPDEPHOS-RXN;6PGLUCONOLACT-RXN;PGLUCISOM-RXN;GAPOXNPHOSPHN-RXN;L-LACTATE-DEHYDROGENASE-RXN;FRUCTOKINASE-RXN;PHOSACETYLTRANS-RXN;RIBULP3EPIM-RXN;ALCOHOL-DEHYDROG-RXN;RXN-15513;PHOSGLYPHOS-RXN;GLU6PDEHYDROG-RXN;DLACTDEHYDROGNAD-RXN	2PGADEHYDRAT-RXN;PEPDEPHOS-RXN;PGLUCISOM-RXN;L-LACTATE-DEHYDROGENASE-RXN;FRUCTOKINASE-RXN;RIBULP3EPIM-RXN;ALCOHOL-DEHYDROG-RXN;RXN-15513;PHOSACETYLTRANS-RXN;GLUCOKIN-RXN
PWY-7893	NA			RXN-16706;RXN-16707		
CYANCAT-PWY	NA	NA	NA	RXN0-5224;RXN0-5222	RXN0-5222	RXN0-5224;RXN0-5222
PWY-8148	NA	NA	NA	NAD-KIN-RXN	NAD-KIN-RXN	NAD-KIN-RXN
GLYCOLYSIS-E-D	NA	NA		6PGLUCONOLACT-RXN;GLYCOLYSIS;GLU6PDEHYDROG-RXN	ENTNER-DOUDOROFF-PWY;6PGLUCONOLACT-RXN;GLYCOLYSIS;GLU6PDEHYDROG-RXN	
PWY-7927	NA	NA	NA	RXN-19040	RXN-19040	RXN-19040
PWY-8189	NA	NA	NA	ALANINE-AMINOTRANSFERASE-RXN	PYRUFLAVREDUCT-RXN;ALANINE-AMINOTRANSFERASE-RXN	ALANINE-AMINOTRANSFERASE-RXN
PANTO-PWY	NA	NA	NA	PANTOTHENATE-KIN-RXN	PANTOTHENATE-KIN-RXN;2-DEHYDROPANTOATE-REDUCT-RXN	2-DEHYDROPANTOATE-REDUCT-RXN
PWY-5989	NA	NA		RXN-16380;RXN-9632;RXN-9633	RXN-16380;RXN-9634;RXN-9633	
PWY-181	NA	NA	NA	GCVMULTI-RXN;GLY3KIN-RXN;GLYCERATE-DEHYDROGENASE-RXN	GLYCERATE-DEHYDROGENASE-RXN;GPH-RXN;GLYOHMETRANS-RXN	GLYCERATE-DEHYDROGENASE-RXN;GLY3KIN-RXN;GLYOHMETRANS-RXN;GPH-RXN
PWY-5530	NA	NA	NA	GLUCONOKIN-RXN;GLUCONOLACT-RXN	GLUCONOLACT-RXN	GLUCONOLACT-RXN
PWY-1042	NA	NA	NA	2PGADEHYDRAT-RXN;PEPDEPHOS-RXN;F16ALDOLASE-RXN;GAPOXNPHOSPHN-RXN;PHOSGLYPHOS-RXN;TRIOSEPISOMERIZATION-RXN	6PFRUCTPHOS-RXN;2PGADEHYDRAT-RXN;PEPDEPHOS-RXN;F16ALDOLASE-RXN;GAPOXNPHOSPHN-RXN;PHOSGLYPHOS-RXN;TRIOSEPISOMERIZATION-RXN	6PFRUCTPHOS-RXN;2PGADEHYDRAT-RXN;PEPDEPHOS-RXN;1.2.1.9-RXN;TRIOSEPISOMERIZATION-RXN
PWY-5048	NA	NA	NA	TYROSINE-AMINOTRANSFERASE-RXN	TYROSINE-AMINOTRANSFERASE-RXN	TYROSINE-AMINOTRANSFERASE-RXN
PWY-5806	NA			RXN-9106		
PWY-6892	NA	NA	NA	DXS-RXN;THIAZOLSYN2-RXN;RXN-9787	DXS-RXN;RXN-9787	RXN-9787
PWY1YI0-3	NA	NA		RXN1YI0-14	RXN1YI0-14	
PWYG-321	NA	NA	NA	RXN1G-4355;RXN-9632;RXN-9633	RXN1G-3641;RXN-9634;RXN-9662;RXN-9539;RXN1G-2544;RXN-9536;RXN-9633;RXN-9663;4.2.1.61-RXN;RXN-9540;RXN-9537	RXN1G-30;RXN1G-674;RXN1G-53
PWY-3081	NA			2-AMINOADIPATE-AMINOTRANSFERASE-RXN		
PWY-8294	NA	NA		ASPARTASE-RXN;GLUTAMINESYN-RXN	GLUTAMINESYN-RXN	
P164-PWY	NA	NA	NA	ACETATEKIN-RXN	ACETATEKIN-RXN	ACETATEKIN-RXN
PWY-6840	NA			GLUTCYSLIG-RXN		
PWY490-4	NA		NA	RXN490-3616		GLUTAMIN-RXN
GLUTATHIONESYN-PWY	NA			GLUTCYSLIG-RXN		
PWY-6938-1	NA	NA	NA	RXN-12753;RXN-12754	RXN0-6727;RXN-12753;RXN-12754	RXN0-6727;RXN-12753;RXN-12754
PWY-7413	NA	NA	NA	DTDPGLUCOSEPP-RXN;DTDPGLUCDEHYDRAT-RXN	DTDPGLUCOSEPP-RXN;DTDPGLUCDEHYDRAT-RXN	DTDPGLUCOSEPP-RXN;DTDPGLUCDEHYDRAT-RXN
PWY-5169	NA	NA	NA	RXN0-5222	RXN0-5222	RXN0-5222
PWY-6123	NA	NA	NA	RXN0-743;AICARSYN-RXN;SAICARSYN-RXN;RXN0-742	RXN0-743;AICARSYN-RXN;SAICARSYN-RXN;RXN0-742	RXN0-743;AICARSYN-RXN;SAICARSYN-RXN;RXN0-742
PWY-8131	NA	NA	NA	RXN0-6550	RXN0-6550	RXN0-6550
CITRULBIO-PWY	NA	NA	NA	SPONTPRO-RXN;ORNCARBAMTRANSFER-RXN;GLUTKIN-RXN;GLUTSEMIALDEHYDROG-RXN	SPONTPRO-RXN;ORNCARBAMTRANSFER-RXN;GLUTKIN-RXN;GLUTSEMIALDEHYDROG-RXN	SPONTPRO-RXN;GLUTKIN-RXN;ORNCARBAMTRANSFER-RXN;GLUTSEMIALDEHYDROG-RXN;GLUTAMIN-RXN
PWY-5081	NA	NA	NA	TRYPTOPHAN-AMINOTRANSFERASE-RXN	4.1.1.74-RXN;TRYPTOPHAN-AMINOTRANSFERASE-RXN	TRYPTOPHAN-AMINOTRANSFERASE-RXN
KETOGLUCONMET-PWY	NA			1.1.1.274-RXN;IDNCAT-PWY		
PWY0-1319	NA	NA	NA	CDPDIGLYSYN-RXN;GLYC3PDEHYDROGBIOSYN-RXN	CDPDIGLYSYN-RXN;GLYC3PDEHYDROGBIOSYN-RXN;1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN;RXN-10462	CDPDIGLYSYN-RXN;GLYC3PDEHYDROGBIOSYN-RXN
PWY-5662	NA			RXN-8852		
PWY-6855	NA	NA	NA	GLUCOSAMINE-6-P-DEAMIN-RXN;RXN-12309;3.2.1.14-RXN	GLUCOSAMINE-6-P-DEAMIN-RXN;RXN-12309;3.2.1.14-RXN	GLUCOSAMINE-6-P-DEAMIN-RXN
PWY-621	NA	NA	NA	PGLUCISOM-RXN;3.2.1.48-RXN;GLUCOKIN-RXN	FRUCTOKINASE-RXN;PGLUCISOM-RXN;3.2.1.48-RXN;GLUCOKIN-RXN	FRUCTOKINASE-RXN;PGLUCISOM-RXN;3.2.1.48-RXN;GLUCOKIN-RXN
PWY-6938	NA	NA	NA	RXN-12753;RXN-12754	RXN-12753;RXN-12754	RXN-12753;RXN-12754
PWY0-501	NA			RXN0-947		
PWY-7117	NA	NA	NA	RXN-13697;ASPAMINOTRANS-RXN;ALANINE-AMINOTRANSFERASE-RXN;RXN0-5224;RXN-13698;PEPCARBOX-RXN	RXN-13697;ALANINE-AMINOTRANSFERASE-RXN;ASPAMINOTRANS-RXN;RXN-13698	RXN-13697;ASPAMINOTRANS-RXN;ALANINE-AMINOTRANSFERASE-RXN;RXN0-5224;RXN-13698;PEPCARBOX-RXN
PWY66-373	NA	NA	NA	TRIOSEPISOMERIZATION-RXN;3.2.1.48-RXN;RXN-8631	TRIOSEPISOMERIZATION-RXN;3.2.1.48-RXN;RXN-8631	3.2.1.48-RXN;TRIOSEPISOMERIZATION-RXN
PWY-6728	NA	NA	NA	SUCCCOASYN-RXN;ISOCITDEH-RXN;CITSYN-RXN;RXN-14971;PROPIONYL-COA-CARBOXY-RXN	RXN-14971;ISOCITDEH-RXN	CITSYN-RXN;ISOCITDEH-RXN
PWY0-1324	NA	NA		NANE-RXN	NANE-RXN	
PWY-7852	NA	NA	NA	GTP-CYCLOHYDRO-I-RXN	GTP-CYCLOHYDRO-I-RXN	GTP-CYCLOHYDRO-I-RXN;H2PTERIDINEPYROPHOSPHOKIN-RXN
PWY-6992	NA	NA	NA	PGLUCISOM-RXN;1.1.1.292-RXN	MANNPISOM-RXN;PGLUCISOM-RXN	MANNPISOM-RXN;PGLUCISOM-RXN
P124-PWY	NA	NA	NA	PHOSPHOKETOLASE-RXN;2PGADEHYDRAT-RXN;PEPDEPHOS-RXN;PGLUCISOM-RXN;FRUCTOSE-6-PHOSPHATE-PHOSPHOKETOLASE-RXN;GAPOXNPHOSPHN-RXN;1TRANSKETO-RXN;L-LACTATE-DEHYDROGENASE-RXN;ACETATEKIN-RXN;TRANSALDOL-RXN;RIBULP3EPIM-RXN;RIB5PISOM-RXN;PHOSGLYPHOS-RXN;GLUCOKIN-RXN	PHOSPHOKETOLASE-RXN;2PGADEHYDRAT-RXN;PEPDEPHOS-RXN;PGLUCISOM-RXN;GAPOXNPHOSPHN-RXN;1TRANSKETO-RXN;L-LACTATE-DEHYDROGENASE-RXN;ACETATEKIN-RXN;RIBULP3EPIM-RXN;RIB5PISOM-RXN;PHOSGLYPHOS-RXN;GLUCOKIN-RXN	2PGADEHYDRAT-RXN;PEPDEPHOS-RXN;PGLUCISOM-RXN;1TRANSKETO-RXN;L-LACTATE-DEHYDROGENASE-RXN;ACETATEKIN-RXN;RIBULP3EPIM-RXN;RIB5PISOM-RXN;GLUCOKIN-RXN
PWY-7290	NA	NA	NA	RXN-14560	GLCNACPTRANS-RXN	GLCNACPTRANS-RXN
PWY-I9	NA	NA	NA	SAM-PWY;RIBOSYLHOMOCYSTEINASE-RXN;ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN	SERINE-O-ACETTRAN-RXN;SAM-PWY;RIBOSYLHOMOCYSTEINASE-RXN;ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN	SERINE-O-ACETTRAN-RXN;SAM-PWY;RIBOSYLHOMOCYSTEINASE-RXN;ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN
PWY-3961	NA	NA		PANTOTHENATE-KIN-RXN	PANTOTHENATE-KIN-RXN	
GLYOXYLATE-BYPASS	NA		NA	CITSYN-RXN		CITSYN-RXN
PWY-5694	NA			UREIDOGLYCOLATE-LYASE-RXN		
PWY-7268	NA	NA	NA	ISOCITDEH-RXN;GLU6PDEHYDROG-RXN;NAD-KIN-RXN	ISOCITDEH-RXN;GLU6PDEHYDROG-RXN;NAD-KIN-RXN	ISOCITDEH-RXN;NAD-KIN-RXN
PWY-8302	NA	NA	NA	RXN-19544	RXN-19544	RXN-19544
RIBOKIN-PWY	NA	NA		RXN0-5304;RIBOKIN-RXN	RXN0-5304;RIBOKIN-RXN	
SUCUTIL-PWY	NA	NA	NA	3.2.1.26-RXN	FRUCTOKINASE-RXN;3.2.1.26-RXN	FRUCTOKINASE-RXN;3.2.1.26-RXN
SAM-PWY	NA		NA	S-ADENMETSYN-RXN		S-ADENMETSYN-RXN
PWY-7153	NA	NA	NA	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN;ASPARTATEKIN-RXN	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN;ASPARTATEKIN-RXN	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN;ASPARTATEKIN-RXN
GLUAMCAT-PWY	NA	NA	NA	GLUCOSAMINE-6-P-DEAMIN-RXN;NAG6PDEACET-RXN	GLUCOSAMINE-6-P-DEAMIN-RXN;NAG6PDEACET-RXN	GLUCOSAMINE-6-P-DEAMIN-RXN
PWY-6731	NA		NA	PHOSPHOGLUCMUT-RXN;CYCLOMALTODEXTRINASE-RXN		PHOSPHOGLUCMUT-RXN
PWY-8001	NA	NA	NA	RXN-15127;RXN-15124	RXN-15127;RXN-15124	RXN-15127;RXN-15124
PWY-8271	NA	NA	NA	1.18.1.2-RXN	1.18.1.2-RXN	1.18.1.2-RXN
REDCITCYC	NA	NA	NA	CITSYN-RXN;R601-RXN;ISOCITDEH-RXN	R601-RXN;ISOCITDEH-RXN	CITSYN-RXN;ISOCITDEH-RXN
TRNA-CHARGING-PWY	NA	NA	NA	TRYPTOPHAN--TRNA-LIGASE-RXN;THREONINE--TRNA-LIGASE-RXN;GLYCINE--TRNA-LIGASE-RXN;CYSTEINE--TRNA-LIGASE-RXN;ISOLEUCINE--TRNA-LIGASE-RXN;ALANINE--TRNA-LIGASE-RXN;HISTIDINE--TRNA-LIGASE-RXN;SERINE--TRNA-LIGASE-RXN;PROLINE--TRNA-LIGASE-RXN;TYROSINE--TRNA-LIGASE-RXN;METHIONINE--TRNA-LIGASE-RXN;VALINE--TRNA-LIGASE-RXN;GLURS-RXN;RXN-16165;ARGININE--TRNA-LIGASE-RXN;ASPARTATE--TRNA-LIGASE-RXN;PHENYLALANINE--TRNA-LIGASE-RXN;LYSINE--TRNA-LIGASE-RXN;LEUCINE--TRNA-LIGASE-RXN	TRYPTOPHAN--TRNA-LIGASE-RXN;THREONINE--TRNA-LIGASE-RXN;GLYCINE--TRNA-LIGASE-RXN;CYSTEINE--TRNA-LIGASE-RXN;ISOLEUCINE--TRNA-LIGASE-RXN;ALANINE--TRNA-LIGASE-RXN;ASPARAGINE--TRNA-LIGASE-RXN;HISTIDINE--TRNA-LIGASE-RXN;SERINE--TRNA-LIGASE-RXN;PROLINE--TRNA-LIGASE-RXN;TYROSINE--TRNA-LIGASE-RXN;METHIONINE--TRNA-LIGASE-RXN;VALINE--TRNA-LIGASE-RXN;GLURS-RXN;RXN-16165;ARGININE--TRNA-LIGASE-RXN;ASPARTATE--TRNA-LIGASE-RXN;PHENYLALANINE--TRNA-LIGASE-RXN;LYSINE--TRNA-LIGASE-RXN;LEUCINE--TRNA-LIGASE-RXN	TRYPTOPHAN--TRNA-LIGASE-RXN;PHENYLALANINE--TRNA-LIGASE-RXN;VALINE--TRNA-LIGASE-RXN;HISTIDINE--TRNA-LIGASE-RXN;THREONINE--TRNA-LIGASE-RXN;LEUCINE--TRNA-LIGASE-RXN;RXN-16165;LYSINE--TRNA-LIGASE-RXN;GLYCINE--TRNA-LIGASE-RXN;CYSTEINE--TRNA-LIGASE-RXN;SERINE--TRNA-LIGASE-RXN;ALANINE--TRNA-LIGASE-RXN;ASPARAGINE--TRNA-LIGASE-RXN;PROLINE--TRNA-LIGASE-RXN;ARGININE--TRNA-LIGASE-RXN;TYROSINE--TRNA-LIGASE-RXN;METHIONINE--TRNA-LIGASE-RXN;ASPARTATE--TRNA-LIGASE-RXN
PWY-6154	NA	NA	NA	RXN-10016;RXN-10018;RIBOSYLHOMOCYSTEINASE-RXN;ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN	RXN-10016;RXN-10018;RIBOSYLHOMOCYSTEINASE-RXN;ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN	RXN-10016;RXN-10018;RIBOSYLHOMOCYSTEINASE-RXN;ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN
PWY-7991	NA	NA	NA	RIBOPHOSPHAT-RXN	RIBOPHOSPHAT-RXN	RIBOPHOSPHAT-RXN
PWY-5941	NA	NA	NA	PHOSPHOGLUCMUT-RXN;GLYCOPHOSPHORYL-RXN;RXN-19947;RXN-9025;GLUCOKIN-RXN	RXN-9025;GLYCOPHOSPHORYL-RXN;RXN-19947;GLUCOKIN-RXN	PHOSPHOGLUCMUT-RXN;GLYCOPHOSPHORYL-RXN;RXN-19947;RXN-9025;GLUCOKIN-RXN
PWY-6168	NA	NA	NA	RIBOPHOSPHAT-RXN	RIBOPHOSPHAT-RXN;RIBOFLAVIN-SYN-RXN;LUMAZINESYN-RXN	RIBOPHOSPHAT-RXN
PWY-5436	NA			THREONINE-ALDOLASE-RXN		
PWY-6502	NA	NA	NA	RXN-11410;RXN-11409;RXN-11396	RXN-11410;RXN-11409	RXN-11410;RXN-11409;RXN-11396
PWY-6277	NA	NA	NA	PRPPAMIDOTRANS-RXN;AIRS-RXN;PWY-6122;FGAMSYN-RXN;GLYRIBONUCSYN-RXN;PWY-6121	PRPPAMIDOTRANS-RXN;AIRS-RXN;PWY-6122;FGAMSYN-RXN;GLYRIBONUCSYN-RXN;PWY-6121	PRPPAMIDOTRANS-RXN;AIRS-RXN;PWY-6122;FGAMSYN-RXN;GLYRIBONUCSYN-RXN;PWY-6121
PWY-6987	NA			RXN-13037		
PWY-6527	NA	NA	NA	UDPGLUCEPIM-RXN;GALACTURIDYLYLTRANS-RXN;GALACTOKIN-RXN;RXN-11502;RXN-11501	GALACTOKIN-RXN;UDPGLUCEPIM-RXN;GLUC1PURIDYLTRANS-RXN;GALACTURIDYLYLTRANS-RXN	GALACTOKIN-RXN;UDPGLUCEPIM-RXN;GLUC1PURIDYLTRANS-RXN;GALACTURIDYLYLTRANS-RXN
PWY-4101	NA	NA	NA	RXN-14515;RXN-7644	FRUCTOKINASE-RXN;RXN-14515;RXN-7644	FRUCTOKINASE-RXN
PWY-6289	NA	NA	NA	RXN-19493	RXN-19493	RXN-19493
PROPIONMET-PWY	NA			PROPIONYL-COA-CARBOXY-RXN		
VALDEG-PWY	NA	NA	NA	BRANCHED-CHAINAMINOTRANSFERVAL-RXN	BRANCHED-CHAINAMINOTRANSFERVAL-RXN	BRANCHED-CHAINAMINOTRANSFERVAL-RXN
VALSYN-PWY	NA	NA	NA	DIHYDROXYISOVALDEHYDRAT-RXN;ACETOLACTSYN-RXN;BRANCHED-CHAINAMINOTRANSFERVAL-RXN;ACETOLACTREDUCTOISOM-RXN	DIHYDROXYISOVALDEHYDRAT-RXN;ACETOLACTSYN-RXN;BRANCHED-CHAINAMINOTRANSFERVAL-RXN;ACETOLACTREDUCTOISOM-RXN	DIHYDROXYISOVALDEHYDRAT-RXN;ACETOLACTSYN-RXN;BRANCHED-CHAINAMINOTRANSFERVAL-RXN;ACETOLACTREDUCTOISOM-RXN
PWY-7942	NA	NA	NA	RXN-19145;RXN-19022;PYROGLUTAMYL-PEPTIDASE-I-RXN;RXN-19146	RXN-19022	RXN-19022
PWY-5537	NA			SUCCCOASYN-RXN		
P542-PWY	NA			CHOLINE-SULFATASE-RXN		
PWY-6976	NA	NA	NA	DTDPGLUCOSEPP-RXN;DTDPGLUCDEHYDRAT-RXN	DTDPGLUCOSEPP-RXN;DTDPGLUCDEHYDRAT-RXN	DTDPGLUCOSEPP-RXN;DTDPGLUCDEHYDRAT-RXN
PWY-7218	NA	NA	NA	CALVIN-PWY;PWY-101;2PGADEHYDRAT-RXN;PEPDEPHOS-RXN	CALVIN-PWY;2PGADEHYDRAT-RXN;PEPDEPHOS-RXN;PWY-7216;PWY-101	CALVIN-PWY;PWY-101;2PGADEHYDRAT-RXN;PEPDEPHOS-RXN
P345-PWY	NA	NA		NICOTINAMID-RXN	NICOTINAMID-RXN	
PWY-7199	NA	NA	NA	THYMIDYLATESYN-RXN	THYKI-RXN;DURIDKI-RXN;THYMIDYLATESYN-RXN;CYTIDEAM-RXN	THYKI-RXN;DURIDKI-RXN;THYMIDYLATESYN-RXN;CYTIDEAM-RXN
PWY-2161	NA	NA	NA	FORMYLTHFGLUSYNTH-RXN;FORMATETHFLIG-RXN;FOLYLPOLYGLUTAMATESYNTH-RXN;RXN0-2921	FORMATETHFLIG-RXN;GLYOHMETRANS-RXN;FORMYLTHFGLUSYNTH-RXN;RXN0-2921;FOLYLPOLYGLUTAMATESYNTH-RXN	FORMATETHFLIG-RXN;GLYOHMETRANS-RXN;FORMYLTHFGLUSYNTH-RXN;RXN0-2921;FOLYLPOLYGLUTAMATESYNTH-RXN
PWY-5057	NA	NA	NA	BRANCHED-CHAINAMINOTRANSFERVAL-RXN	RXN-7657;BRANCHED-CHAINAMINOTRANSFERVAL-RXN	BRANCHED-CHAINAMINOTRANSFERVAL-RXN
PWY-8015	NA	NA	NA	ACETATEKIN-RXN	ACETATEKIN-RXN	ACETATEKIN-RXN
PWY-5103	NA	NA	NA	DIHYDROXYMETVALDEHYDRAT-RXN;ACETOOHBUTSYN-RXN;ACETOOHBUTREDUCTOISOM-RXN;BRANCHED-CHAINAMINOTRANSFERILEU-RXN	DIHYDROXYMETVALDEHYDRAT-RXN;ACETOOHBUTSYN-RXN;ACETOOHBUTREDUCTOISOM-RXN;BRANCHED-CHAINAMINOTRANSFERILEU-RXN	DIHYDROXYMETVALDEHYDRAT-RXN;ACETOOHBUTSYN-RXN;ACETOOHBUTREDUCTOISOM-RXN;BRANCHED-CHAINAMINOTRANSFERILEU-RXN
PWY-7250	NA	NA	NA	RXN-15881;RXN-14385	RXN-15881;RXN-14385	RXN-15881;RXN-14385
PWY0-1334	NA	NA	NA	NADH-DEHYDROG-A-RXN	RXN0-5266;NADH-DEHYDROG-A-RXN	NADH-DEHYDROG-A-RXN
ARGSYNBSUB-PWY	NA	NA	NA	ARGSUCCINLYA-RXN;GLUTAMATE-N-ACETYLTRANSFERASE-RXN;ACETYLORNTRANSAM-RXN;ACETYLGLUTKIN-RXN;ORNCARBAMTRANSFER-RXN;ARGSUCCINSYN-RXN;N-ACETYLTRANSFER-RXN;N-ACETYLGLUTPREDUCT-RXN;CARBPSYN-RXN	ARGSUCCINLYA-RXN;GLUTAMATE-N-ACETYLTRANSFERASE-RXN;ACETYLORNTRANSAM-RXN;ACETYLGLUTKIN-RXN;ORNCARBAMTRANSFER-RXN;ARGSUCCINSYN-RXN;N-ACETYLTRANSFER-RXN;N-ACETYLGLUTPREDUCT-RXN;CARBPSYN-RXN	ARGSUCCINLYA-RXN;GLUTAMATE-N-ACETYLTRANSFERASE-RXN;ACETYLORNTRANSAM-RXN;ACETYLGLUTKIN-RXN;ORNCARBAMTRANSFER-RXN;ARGSUCCINSYN-RXN;N-ACETYLTRANSFER-RXN;N-ACETYLGLUTPREDUCT-RXN;CARBPSYN-RXN
DHGLUCONATE-PYR-CAT-PWY	NA	NA	NA	GLUCONOLACT-RXN	GLUCONOLACT-RXN	GLUCONOLACT-RXN
PWY-7387	NA			RXN66-3		
SALVADEHYPOX-PWY	NA	NA	NA	AMP-DEPHOSPHORYLATION-RXN	INOPHOSPHOR-RXN;ADENODEAMIN-RXN	AMP-DEPHOSPHORYLATION-RXN;INOPHOSPHOR-RXN;ADENODEAMIN-RXN
PWY0-1241	NA			RXN0-4342		
PWY-6117	NA	NA	NA	SPERMACTRAN-RXN;RXN-9939	SPERMACTRAN-RXN;RXN-9939	SPERMACTRAN-RXN;RXN-9939
PWY0-41	NA	NA	NA	RXN0-5222	RXN0-5222	RXN0-5222
PWY-6808	NA	NA	NA	DTDPGLUCOSEPP-RXN;DTDPGLUCDEHYDRAT-RXN	DTDPGLUCOSEPP-RXN;DTDPGLUCDEHYDRAT-RXN	DTDPGLUCOSEPP-RXN;DTDPGLUCDEHYDRAT-RXN
PWY-6642	NA	NA	NA	RXN-11737	RXN-11737	RXN-11737
PWY-6853	NA	NA	NA	SPONTPRO-RXN	SPONTPRO-RXN	SPONTPRO-RXN
